2018-12-13 02:02,,0.666
2018-12-13 09:31,,11.494
2018-12-13 16:02,,6.278
2018-12-13 20:26,,7.560
2018-12-14 02:47,,1.633
2018-12-14 10:13,,11.372
2018-12-14 17:02,,5.597
2018-12-14 21:40,,7.144
2018-12-15 03:37,,2.709
2018-12-15 10:55,,11.274
2018-12-15 17:55,,4.703
2018-12-15 23:04,,7.049
2018-12-16 04:33,,3.816
2018-12-16 11:36,,11.212
2018-12-16 18:38,,3.627
2018-12-17 00:31,,7.406
2018-12-17 05:35,,4.850
2018-12-17 12:16,,11.192
2018-12-17 19:16,,2.421
2018-12-18 01:50,,8.163
2018-12-18 06:41,,5.714
2018-12-18 12:53,,11.214
2018-12-18 19:53,,1.138
2018-12-19 02:54,,9.116
2018-12-19 07:44,,6.375
2018-12-19 13:30,,11.277
2018-12-19 20:29,,-0.138
2018-12-20 03:46,,10.079
2018-12-20 08:41,,6.848
2018-12-20 14:07,,11.363
2018-12-20 21:08,,-1.308
2018-12-21 04:31,,10.935
2018-12-21 09:33,,7.157
2018-12-21 14:45,,11.437
2018-12-21 21:48,,-2.264
2018-12-22 05:15,,11.624
2018-12-22 10:23,,7.308
2018-12-22 15:27,,11.449
2018-12-22 22:30,,-2.908
2018-12-23 05:58,,12.122
2018-12-23 11:14,,7.299
2018-12-23 16:12,,11.337
2018-12-23 23:15,,-3.161
2018-12-24 06:42,,12.435
2018-12-24 12:06,,7.125
2018-12-24 17:01,,11.049
